statusId | label
1|test
statusId|sensorName|value|timestamp
1|K6DS3TR Acceleration Sensor|[-0.47167215,4.206741,9.064724]|1477918485581
1|K6DS3TR Acceleration Sensor|[-0.40463245,4.130124,9.026416]|1477918485586
1|K6DS3TR Gyroscope Sensor|[0.012217305,-0.14172074,0.073303826]|1477918485585
1|K6DS3TR Gyroscope Sensor|[0.014660766,-0.14172074,0.07819075]|1477918485590
1|Gravity Sensor|[-0.49554083,4.2540603,8.822004]|1477918485590
1|Linear Acceleration Sensor|[0.15555382,-0.18139887,0.15413189]|1477918485590
1|YAS537 Magnetic Sensor|[8.8,-31.1,-30.9]|1477918485590
1|K6DS3TR Acceleration Sensor|[-0.339987,4.0726614,8.976136]|1477918485590
1|K6DS3TR Acceleration Sensor|[-0.29928434,4.0582957,8.9498]|1477918485595
1|K6DS3TR Gyroscope Sensor|[0.014660766,-0.13927728,0.07086037]|1477918485595
1|K6DS3TR Gyroscope Sensor|[0.015882496,-0.12705997,0.07574729]|1477918485601
1|Linear Acceleration Sensor|[0.20714879,-0.22734022,0.04756546]|1477918485601
1|Gravity Sensor|[-0.48727894,4.242539,8.8280115]|1477918485601
1|YAS537 Magnetic Sensor|[8.8,-31.1,-30.9]|1477918485601
1|K6DS3TR Acceleration Sensor|[-0.28013015,4.0151987,8.875577]|1477918485601
1|K6DS3TR Acceleration Sensor|[-0.23463893,3.9888618,8.844451]|1477918485606
1|K6DS3TR Gyroscope Sensor|[0.010995574,-0.1160644,0.07086037]|1477918485605
1|K6DS3TR Gyroscope Sensor|[0.009773844,-0.105068825,0.065973446]|1477918485610
1|Gravity Sensor|[-0.47413456,4.228429,8.835493]|1477918485610
1|Linear Acceleration Sensor|[0.31132388,-0.2970295,-0.04371643]|1477918485610
1|YAS537 Magnetic Sensor|[8.8,-31.0,-30.9]|1477918485610
1|K6DS3TR Acceleration Sensor|[-0.16281068,3.9313993,8.791777]|1477918485610
1|K6DS3TR Acceleration Sensor|[-0.12450229,3.902668,8.758257]|1477918485615
1|K6DS3TR Gyroscope Sensor|[0.004886922,-0.096516706,0.052534413]|1477918485615
1|K6DS3TR Gyroscope Sensor|[0.0036651916,-0.07574729,0.030543262]|1477918485621
1|Linear Acceleration Sensor|[0.37861103,-0.320477,-0.1367464]|1477918485621
1|Gravity Sensor|[-0.45522782,4.2111735,8.844724]|1477918485621
1|YAS537 Magnetic Sensor|[8.900001,-31.0,-30.9]|1477918485621
1|K6DS3TR Acceleration Sensor|[-0.076616794,3.8906965,8.707977]|1477918485621
1|K6DS3TR Acceleration Sensor|[-0.12689656,3.8739367,8.664881]|1477918485626
1|K6DS3TR Gyroscope Sensor|[0.0,-0.057421334,0.015882496]|1477918485625
1|K6DS3TR Gyroscope Sensor|[-0.0036651916,-0.04153884,0.0036651916]|1477918485630
1|Gravity Sensor|[-0.43162233,4.192086,8.854969]|1477918485630
1|Linear Acceleration Sensor|[0.2616288,-0.3037839,-0.2164259]|1477918485630
1|YAS537 Magnetic Sensor|[8.900001,-31.0,-30.9]|1477918485630
1|K6DS3TR Acceleration Sensor|[-0.1699935,3.8883023,8.638543]|1477918485630
1|K6DS3TR Acceleration Sensor|[-0.21548474,3.9194279,8.628966]|1477918485635
1|K6DS3TR Gyroscope Sensor|[0.0012217305,-0.017104227,-0.012217305]|1477918485636
1|K6DS3TR Gyroscope Sensor|[0.0,-0.0012217305,-0.028099801]|1477918485641
1|Linear Acceleration Sensor|[0.12470165,-0.14370298,-0.25269127]|1477918485641
1|Gravity Sensor|[-0.40962034,4.1732674,8.864898]|1477918485641
1|YAS537 Magnetic Sensor|[8.900001,-31.0,-30.9]|1477918485641
1|K6DS3TR Acceleration Sensor|[-0.2849187,4.0295644,8.612206]|1477918485641
1|K6DS3TR Acceleration Sensor|[-0.37829542,4.106181,8.621783]|1477918485646
1|K6DS3TR Gyroscope Sensor|[-0.002443461,0.007330383,-0.029321533]|1477918485645
1|K6DS3TR Gyroscope Sensor|[-0.0012217305,0.012217305,-0.02687807]|1477918485650
1|Gravity Sensor|[-0.3948493,4.1605678,8.871535]|1477918485650
1|Linear Acceleration Sensor|[-0.043302983,0.053355694,-0.20665455]|1477918485650
1|YAS537 Magnetic Sensor|[8.900001,-31.0,-30.9]|1477918485650
1|K6DS3TR Acceleration Sensor|[-0.43815228,4.2139235,8.664881]|1477918485651
1|K6DS3TR Acceleration Sensor|[-0.48124924,4.331243,8.734315]|1477918485656
1|K6DS3TR Gyroscope Sensor|[-0.002443461,0.0036651916,-0.02321288]|1477918485655
1|K6DS3TR Gyroscope Sensor|[-0.0036651916,-0.009773844,-0.012217305]|1477918485660
1|Linear Acceleration Sensor|[-0.1313726,0.26334667,-0.04605198]|1477918485660
1|Gravity Sensor|[-0.38818505,4.1564846,8.873743]|1477918485660
1|YAS537 Magnetic Sensor|[8.900001,-31.0,-30.800001]|1477918485660
1|K6DS3TR Acceleration Sensor|[-0.51955765,4.4198313,8.827691]|1477918485660
1|K6DS3TR Acceleration Sensor|[-0.51955765,4.470111,8.894731]|1477918485665
1|K6DS3TR Gyroscope Sensor|[-0.007330383,-0.021991149,-0.009773844]|1477918485665
1|K6DS3TR Gyroscope Sensor|[-0.010995574,-0.035430185,0.0012217305]|1477918485670
1|Linear Acceleration Sensor|[-0.13324907,0.30888414,0.02312851]|1477918485670
1|Gravity Sensor|[-0.38630858,4.1612267,8.871602]|1477918485670
1|YAS537 Magnetic Sensor|[8.8,-31.1,-30.800001]|1477918485670
1|K6DS3TR Acceleration Sensor|[-0.5961744,4.513208,8.91628]|1477918485671
1|K6DS3TR Acceleration Sensor|[-0.63208854,4.522785,8.93304]|1477918485676
1|K6DS3TR Gyroscope Sensor|[-0.012217305,-0.05375614,0.021991149]|1477918485675
1|K6DS3TR Gyroscope Sensor|[-0.02076942,-0.057421334,0.039095376]|1477918485680
1|Linear Acceleration Sensor|[-0.22578177,0.35693455,0.07191467]|1477918485680
1|Gravity Sensor|[-0.38954684,4.173033,8.865913]|1477918485680
1|YAS537 Magnetic Sensor|[8.8,-31.1,-30.800001]|1477918485680
1|K6DS3TR Acceleration Sensor|[-0.6153286,4.529968,8.937828]|1477918485680
1|K6DS3TR Acceleration Sensor|[-0.5913859,4.4844766,8.925857]|1477918485685
1|K6DS3TR Gyroscope Sensor|[-0.012217305,-0.052534413,0.05375614]|1477918485685
1|K6DS3TR Gyroscope Sensor|[-0.019547688,-0.05375614,0.06719518]|1477918485690
1|Gravity Sensor|[-0.39615342,4.1893654,8.857914]|1477918485690
1|Linear Acceleration Sensor|[-0.1162214,0.17779207,0.008085251]|1477918485690
1|YAS537 Magnetic Sensor|[8.8,-31.1,-30.9]|1477918485691
1|K6DS3TR Acceleration Sensor|[-0.5123748,4.3671575,8.865999]|1477918485691
1|K6DS3TR Acceleration Sensor|[-0.46927786,4.364763,8.8085375]|1477918485696
1|K6DS3TR Gyroscope Sensor|[-0.018325957,-0.034208454,0.07086037]|1477918485695
1|K6DS3TR Gyroscope Sensor|[-0.02443461,-0.010995574,0.07819075]|1477918485700
1|Linear Acceleration Sensor|[-0.023311526,0.10960293,-0.075240135]|1477918485700
1|Gravity Sensor|[-0.4028694,4.20488,8.850257]|1477918485700
1|YAS537 Magnetic Sensor|[8.8,-31.1,-30.9]|1477918485700
1|K6DS3TR Acceleration Sensor|[-0.42618093,4.314483,8.775017]|1477918485700
1|K6DS3TR Acceleration Sensor|[-0.3974496,4.2570205,8.7534685]|1477918485705
1|K6DS3TR Gyroscope Sensor|[-0.02687807,0.010995574,0.07819075]|1477918485705
1|K6DS3TR Gyroscope Sensor|[-0.02443461,0.035430185,0.07452556]|1477918485710
1|Gravity Sensor|[-0.4096572,4.218509,8.843457]|1477918485710
1|Linear Acceleration Sensor|[0.03136179,-0.03571129,-0.020554543]|1477918485711
1|YAS537 Magnetic Sensor|[8.8,-31.1,-30.9]|1477918485711
1|K6DS3TR Acceleration Sensor|[-0.37829542,4.182798,8.822903]|1477918485711
1|K6DS3TR Acceleration Sensor|[-0.38068968,4.1947694,8.822903]|1477918485716
1|K6DS3TR Gyroscope Sensor|[-0.028099801,0.05375614,0.07086037]|1477918485715
1|K6DS3TR Gyroscope Sensor|[-0.030543262,0.064751714,0.07696902]|1477918485720
1|Linear Acceleration Sensor|[-0.01522553,-0.009988785,0.08640766]|1477918485720
1|Gravity Sensor|[-0.41574395,4.226307,8.839449]|1477918485720
1|YAS537 Magnetic Sensor|[8.8,-31.1,-30.9]|1477918485720
1|K6DS3TR Acceleration Sensor|[-0.43096948,4.216318,8.925857]|1477918485720
1|K6DS3TR Acceleration Sensor|[-0.3998439,4.225895,8.983319]|1477918485725
1|K6DS3TR Gyroscope Sensor|[-0.034208454,0.057421334,0.073303826]|1477918485725
1|K6DS3TR Gyroscope Sensor|[-0.037873644,0.047647487,0.06841691]|1477918485730
1|Gravity Sensor|[-0.42209616,4.2293334,8.837699]|1477918485730
1|Linear Acceleration Sensor|[-0.03521031,0.039658546,0.18392849]|1477918485731
1|YAS537 Magnetic Sensor|[8.8,-31.1,-30.9]|1477918485731
1|K6DS3TR Acceleration Sensor|[-0.45730647,4.268992,9.021627]|1477918485731
1|K6DS3TR Acceleration Sensor|[-0.3998439,4.271386,9.059936]|1477918485736
1|K6DS3TR Gyroscope Sensor|[-0.05009095,0.02443461,0.064751714]|1477918485735
1|K6DS3TR Gyroscope Sensor|[-0.05497787,0.007330383,0.07086037]|1477918485740
1|Linear Acceleration Sensor|[-0.045093536,0.07331371,0.21999359]|1477918485740
1|Gravity Sensor|[-0.4265786,4.229198,8.837548]|1477918485740
1|YAS537 Magnetic Sensor|[8.8,-31.1,-30.9]|1477918485740
1|K6DS3TR Acceleration Sensor|[-0.47167215,4.3025117,9.057542]|1477918485740
1|K6DS3TR Acceleration Sensor|[-0.37111259,4.242655,9.14613]|1477918485745
1|K6DS3TR Gyroscope Sensor|[-0.056199603,-0.013439035,0.06719518]|1477918485745
1|K6DS3TR Gyroscope Sensor|[-0.059864793,-0.039095376,0.064751714]|1477918485750
1|Gravity Sensor|[-0.4279281,4.2266417,8.838707]|1477918485751
1|Linear Acceleration Sensor|[0.008929998,0.039956093,0.24517155]|1477918485751
1|YAS537 Magnetic Sensor|[8.8,-31.0,-30.9]|1477918485751
1|K6DS3TR Acceleration Sensor|[-0.4189981,4.2665977,9.0838785]|1477918485751
1|K6DS3TR Acceleration Sensor|[-0.36632404,4.149278,9.184438]|1477918485756
1|K6DS3TR Gyroscope Sensor|[-0.07574729,-0.05131268,0.065973446]|1477918485755
1|K6DS3TR Gyroscope Sensor|[-0.062308256,-0.06963864,0.05497787]|1477918485760
1|Linear Acceleration Sensor|[0.14710599,-0.094248295,0.24997711]|1477918485760
1|Gravity Sensor|[-0.42484188,4.221978,8.8410845]|1477918485760
1|YAS537 Magnetic Sensor|[8.8,-31.0,-30.9]|1477918485760
1|K6DS3TR Acceleration Sensor|[-0.2777359,4.12773,9.091062]|1477918485760
1|K6DS3TR Acceleration Sensor|[-0.3998439,4.0894213,9.024022]|1477918485765
1|K6DS3TR Gyroscope Sensor|[-0.056199603,-0.061086524,0.061086524]|1477918485765
1|K6DS3TR Gyroscope Sensor|[-0.04886922,-0.06719518,0.05131268]|1477918485771
1|Gravity Sensor|[-0.41524804,4.2125854,8.846018]|1477918485771
1|Linear Acceleration Sensor|[0.24525453,-0.23808932,0.19715786]|1477918485771
1|YAS537 Magnetic Sensor|[8.7,-31.0,-30.9]|1477918485771
1|K6DS3TR Acceleration Sensor|[-0.1699935,3.9744961,9.043176]|1477918485771
1|K6DS3TR Acceleration Sensor|[-0.028731298,3.8859081,9.074302]|1477918485776
1|K6DS3TR Gyroscope Sensor|[-0.042760566,-0.07086037,0.02565634]|1477918485775
1|K6DS3TR Gyroscope Sensor|[-0.02076942,-0.061086524,0.002443461]|1477918485780
1|Linear Acceleration Sensor|[0.36156756,-0.34525847,0.11991596]|1477918485780
1|Gravity Sensor|[-0.39987594,4.1976466,8.853826]|1477918485780
1|YAS537 Magnetic Sensor|[8.7,-31.0,-30.9]|1477918485780
1|K6DS3TR Acceleration Sensor|[-0.038308397,3.8523881,8.973742]|1477918485780
1|K6DS3TR Acceleration Sensor|[-0.09577099,3.8667538,8.894731]|1477918485785
1|K6DS3TR Gyroscope Sensor|[-0.014660766,-0.052534413,-0.014660766]|1477918485785
1|K6DS3TR Gyroscope Sensor|[0.002443461,-0.02321288,-0.03176499]|1477918485791
1|Gravity Sensor|[-0.37810808,4.177583,8.8642645]|1477918485791
1|Linear Acceleration Sensor|[0.25360578,-0.21984696,-0.12516117]|1477918485791
1|YAS537 Magnetic Sensor|[8.7,-31.0,-30.9]|1477918485791
1|K6DS3TR Acceleration Sensor|[-0.12450229,3.9577363,8.739103]|1477918485791
1|K6DS3TR Acceleration Sensor|[-0.11492519,4.0295644,8.631361]|1477918485795
1|K6DS3TR Gyroscope Sensor|[0.013439035,-0.004886922,-0.043982297]|1477918485795
1|K6DS3TR Gyroscope Sensor|[0.019547688,0.019547688,-0.05497787]|1477918485800
1|Linear Acceleration Sensor|[0.21223716,-0.0022850037,-0.37074852]|1477918485800
1|Gravity Sensor|[-0.35828793,4.1611404,8.872818]|1477918485800
1|YAS537 Magnetic Sensor|[8.7,-31.0,-30.9]|1477918485800
1|K6DS3TR Acceleration Sensor|[-0.14605077,4.1588554,8.502069]|1477918485800
1|K6DS3TR Acceleration Sensor|[-0.1699935,4.2570205,8.387145]|1477918485806
1|K6DS3TR Gyroscope Sensor|[0.013439035,0.032986723,-0.059864793]|1477918485805
1|K6DS3TR Gyroscope Sensor|[0.010995574,0.05375614,-0.058643065]|1477918485810
1|Gravity Sensor|[-0.34217024,4.1565213,8.87562]|1477918485810
1|Linear Acceleration Sensor|[0.13865688,0.19148159,-0.58185196]|1477918485810
1|YAS537 Magnetic Sensor|[8.6,-31.0,-30.800001]|1477918485810
1|K6DS3TR Acceleration Sensor|[-0.20351335,4.348003,8.293768]|1477918485810
1|K6DS3TR Acceleration Sensor|[-0.22985038,4.3839173,8.293768]|1477918485815
1|K6DS3TR Gyroscope Sensor|[0.007330383,0.06963864,-0.05497787]|1477918485815
1|K6DS3TR Gyroscope Sensor|[-0.004886922,0.089186326,-0.039095376]|1477918485820
1|Linear Acceleration Sensor|[0.03808114,0.21286106,-0.58491707]|1477918485820
1|Gravity Sensor|[-0.33018267,4.1662674,8.871502]|1477918485820
1|YAS537 Magnetic Sensor|[8.6,-31.0,-30.800001]|1477918485820
1|K6DS3TR Acceleration Sensor|[-0.29210153,4.3791285,8.286585]|1477918485821
1|K6DS3TR Acceleration Sensor|[-0.30886146,4.3958883,8.320105]|1477918485826
1|K6DS3TR Gyroscope Sensor|[-0.017104227,0.09773844,-0.02687807]|1477918485825
1|K6DS3TR Gyroscope Sensor|[-0.02565634,0.10873401,-0.015882496]|1477918485830
1|Linear Acceleration Sensor|[0.07721992,0.1571517,-0.4920292]|1477918485830
1|Gravity Sensor|[-0.32383022,4.186063,8.862414]|1477918485830
1|YAS537 Magnetic Sensor|[8.5,-31.0,-30.800001]|1477918485830
1|K6DS3TR Acceleration Sensor|[-0.2466103,4.3432145,8.370385]|1477918485830
1|K6DS3TR Gyroscope Sensor|[-0.034208454,0.11362094,-0.0036651916]|1477918485835
1|K6DS3TR Acceleration Sensor|[-0.22745611,4.276175,8.425453]|1477918485835
1|K6DS3TR Gyroscope Sensor|[-0.042760566,0.12705997,0.0]|1477918485840
1|Linear Acceleration Sensor|[0.136907,-0.0097875595,-0.3494892]|1477918485840
1|Gravity Sensor|[-0.3188719,4.2093453,8.851559]|1477918485840
1|YAS537 Magnetic Sensor|[8.5,-31.0,-30.800001]|1477918485840
1|K6DS3TR Acceleration Sensor|[-0.18196489,4.199558,8.502069]|1477918485841
1|K6DS3TR Acceleration Sensor|[-0.17717634,4.12773,8.564321]|1477918485846
1|K6DS3TR Gyroscope Sensor|[-0.047647487,0.13072516,0.009773844]|1477918485845
1|K6DS3TR Gyroscope Sensor|[-0.064751714,0.13805555,0.013439035]|1477918485850
1|Gravity Sensor|[-0.31317785,4.227692,8.843014]|1477918485850
1|Linear Acceleration Sensor|[0.09529884,-0.11672211,-0.17573929]|1477918485850
1|YAS537 Magnetic Sensor|[8.5,-31.0,-30.9]|1477918485850
1|K6DS3TR Acceleration Sensor|[-0.21787901,4.11097,8.667274]|1477918485850
1|K6DS3TR Acceleration Sensor|[-0.27055305,4.1157584,8.717555]|1477918485855
1|K6DS3TR Gyroscope Sensor|[-0.057421334,0.14905111,0.018325957]|1477918485855
1|K6DS3TR Gyroscope Sensor|[-0.059864793,0.15027285,0.02321288]|1477918485860
1|Linear Acceleration Sensor|[-5.697906E-4,-0.12793684,-0.01127243]|1477918485860
1|Gravity Sensor|[-0.30829167,4.236512,8.8389635]|1477918485860
1|YAS537 Magnetic Sensor|[8.5,-30.9,-30.9]|1477918485860
1|K6DS3TR Acceleration Sensor|[-0.30886146,4.1085753,8.827691]|1477918485861
1|K6DS3TR Acceleration Sensor|[-0.31125572,4.149278,8.935433]|1477918485866
1|K6DS3TR Gyroscope Sensor|[-0.064751714,0.1563815,0.028099801]|1477918485865
1|K6DS3TR Gyroscope Sensor|[-0.065973446,0.14782938,0.029321533]|1477918485870
1|Gravity Sensor|[-0.30751428,4.238291,8.838139]|1477918485871
1|Linear Acceleration Sensor|[-0.03247273,-0.07225275,0.2624998]|1477918485870
1|YAS537 Magnetic Sensor|[8.5,-30.9,-30.9]|1477918485870
1|K6DS3TR Acceleration Sensor|[-0.339987,4.166038,9.100638]|1477918485870
1|K6DS3TR Acceleration Sensor|[-0.34716985,4.1947694,9.141341]|1477918485875
1|K6DS3TR Gyroscope Sensor|[-0.05375614,0.13805555,0.028099801]|1477918485875
1|K6DS3TR Gyroscope Sensor|[-0.062308256,0.11362094,0.032986723]|1477918485880
1|Linear Acceleration Sensor|[-0.1001659,0.007400036,0.44910622]|1477918485880
1|Gravity Sensor|[-0.3092551,4.2328606,8.84068]|1477918485880
1|YAS537 Magnetic Sensor|[8.5,-30.9,-30.9]|1477918485880
1|K6DS3TR Acceleration Sensor|[-0.409421,4.2402606,9.289786]|1477918485881
1|K6DS3TR Acceleration Sensor|[-0.44533512,4.271386,9.323306]|1477918485886
1|K6DS3TR Gyroscope Sensor|[-0.057421334,0.10751228,0.028099801]|1477918485886
1|K6DS3TR Gyroscope Sensor|[-0.052534413,0.09162979,0.03176499]|1477918485891
1|Gravity Sensor|[-0.31240562,4.2232075,8.845184]|1477918485891
1|Linear Acceleration Sensor|[-0.17842072,0.08169842,0.5188246]|1477918485891
1|YAS537 Magnetic Sensor|[8.5,-30.9,-30.9]|1477918485891
1|K6DS3TR Acceleration Sensor|[-0.49082634,4.304906,9.364009]|1477918485891
1|K6DS3TR Acceleration Sensor|[-0.53392327,4.314483,9.3831625]|1477918485896
1|K6DS3TR Gyroscope Sensor|[-0.036651913,0.06719518,0.028099801]|1477918485895
1|K6DS3TR Gyroscope Sensor|[-0.034208454,0.04886922,0.021991149]|1477918485900
1|Linear Acceleration Sensor|[-0.22649056,0.04710722,0.5665531]|1477918485900
1|Gravity Sensor|[-0.31940413,4.2123075,8.85013]|1477918485900
1|YAS537 Magnetic Sensor|[8.5,-30.9,-31.0]|1477918485900
1|K6DS3TR Acceleration Sensor|[-0.5458947,4.2594147,9.416683]|1477918485901
1|K6DS3TR Acceleration Sensor|[-0.57462597,4.2618093,9.402317]|1477918485906
1|K6DS3TR Gyroscope Sensor|[-0.02565634,0.03176499,0.017104227]|1477918485906
1|K6DS3TR Gyroscope Sensor|[-0.034208454,0.012217305,0.018325957]|1477918485911
1|Gravity Sensor|[-0.32908976,4.1996417,8.855794]|1477918485911
1|Linear Acceleration Sensor|[-0.29821026,0.028647423,0.51779175]|1477918485911
1|YAS537 Magnetic Sensor|[8.5,-31.0,-31.0]|1477918485911
1|K6DS3TR Acceleration Sensor|[-0.6273,4.228289,9.373586]|1477918485911
1|K6DS3TR Acceleration Sensor|[-0.62251145,4.216318,9.337671]|1477918485916
1|K6DS3TR Gyroscope Sensor|[-0.02076942,0.002443461,0.012217305]|1477918485915
1|Gravity Sensor|[-0.34298187,4.1846843,8.862344]|1477918485920
1|Linear Acceleration Sensor|[-0.26276964,0.0029025078,0.4130764]|1477918485920
1|K6DS3TR Gyroscope Sensor|[-0.021991149,-0.018325957,0.013439035]|1477918485920
1|YAS537 Magnetic Sensor|[8.5,-30.9,-30.9]|1477918485920
1|K6DS3TR Acceleration Sensor|[-0.6057515,4.187587,9.27542]|1477918485920
1|K6DS3TR Acceleration Sensor|[-0.60335726,4.182798,9.217958]|1477918485926
1|K6DS3TR Gyroscope Sensor|[-0.015882496,-0.019547688,0.004886922]|1477918485926
1|Gravity Sensor|[-0.35875112,4.169739,8.868761]|1477918485931
1|Linear Acceleration Sensor|[-0.22545195,-0.008489132,0.17680931]|1477918485931
1|K6DS3TR Gyroscope Sensor|[-0.015882496,-0.032986723,0.0012217305]|1477918485931
1|YAS537 Magnetic Sensor|[8.6,-30.9,-30.9]|1477918485931
1|K6DS3TR Acceleration Sensor|[-0.58420306,4.1612496,9.04557]|1477918485931
1|K6DS3TR Acceleration Sensor|[-0.60335726,4.1612496,8.930645]|1477918485936
1|K6DS3TR Gyroscope Sensor|[-0.02443461,-0.03176499,-0.0061086523]|1477918485936
1|Gravity Sensor|[-0.37567642,4.157377,8.873863]|1477918485940
1|Linear Acceleration Sensor|[-0.24444076,-0.005704403,-0.14673138]|1477918485940
1|YAS537 Magnetic Sensor|[8.6,-30.9,-30.9]|1477918485940
1|K6DS3TR Gyroscope Sensor|[-0.035430185,-0.015882496,-0.013439035]|1477918485940
1|K6DS3TR Acceleration Sensor|[-0.6201172,4.1516724,8.727132]|1477918485941
1|K6DS3TR Acceleration Sensor|[-0.6153286,4.1564612,8.638543]|1477918485947
1|K6DS3TR Gyroscope Sensor|[-0.04886922,-0.002443461,-0.012217305]|1477918485946
1|Gravity Sensor|[-0.3966015,4.1492405,8.876761]|1477918485951
1|Linear Acceleration Sensor|[-0.18760157,-0.028693676,-0.33159447]|1477918485951
1|YAS537 Magnetic Sensor|[8.6,-30.9,-30.9]|1477918485951
1|K6DS3TR Gyroscope Sensor|[-0.062308256,0.018325957,-0.014660766]|1477918485951
1|K6DS3TR Acceleration Sensor|[-0.58420306,4.120547,8.545167]|1477918485951
1|K6DS3TR Acceleration Sensor|[-0.59378016,4.0918155,8.48531]|1477918485956
1|K6DS3TR Gyroscope Sensor|[-0.08674286,0.035430185,-0.008552114]|1477918485956
1|Gravity Sensor|[-0.4195062,4.1449513,8.877711]|1477918485960
1|Linear Acceleration Sensor|[-0.1599083,-0.048346996,-0.3876133]|1477918485960
1|YAS537 Magnetic Sensor|[8.6,-30.9,-30.9]|1477918485961
1|K6DS3TR Gyroscope Sensor|[-0.10873401,0.04520403,-0.009773844]|1477918485961
1|K6DS3TR Acceleration Sensor|[-0.5794145,4.0966043,8.490098]|1477918485962
1|K6DS3TR Acceleration Sensor|[-0.57223165,4.0726614,8.492493]|1477918485967
1|K6DS3TR Gyroscope Sensor|[-0.119729586,0.047647487,-0.002443461]|1477918485966
1|Gravity Sensor|[-0.44268075,4.141812,8.878051]|1477918485971
1|Linear Acceleration Sensor|[-0.11757955,-0.09309292,-0.32570076]|1477918485971
1|YAS537 Magnetic Sensor|[8.7,-30.800001,-30.9]|1477918485971
1|K6DS3TR Gyroscope Sensor|[-0.1282817,0.059864793,-0.008552114]|1477918485971
1|K6DS3TR Acceleration Sensor|[-0.5602603,4.048719,8.55235]|1477918485971
1|K6DS3TR Acceleration Sensor|[-0.531529,4.0582957,8.614601]|1477918485976
1|K6DS3TR Gyroscope Sensor|[-0.1282817,0.062308256,-0.002443461]|1477918485976
1|Gravity Sensor|[-0.4639963,4.1386986,8.878413]|1477918485980
1|Linear Acceleration Sensor|[-0.06034988,-0.058854103,-0.12255001]|1477918485980
1|YAS537 Magnetic Sensor|[8.7,-30.800001,-30.800001]|1477918485980
1|K6DS3TR Gyroscope Sensor|[-0.13561209,0.061086524,-0.0036651916]|1477918485981
1|K6DS3TR Acceleration Sensor|[-0.5243462,4.0798445,8.755863]|1477918485982
1|K6DS3TR Acceleration Sensor|[-0.5243462,4.0822387,8.844451]|1477918485987
1|K6DS3TR Gyroscope Sensor|[-0.13439035,0.05009095,-0.0061086523]|1477918485986
1|Gravity Sensor|[-0.48088405,4.134519,8.879463]|1477918485991
1|Linear Acceleration Sensor|[-0.029096514,-0.0594635,0.010478973]|1477918485991
1|YAS537 Magnetic Sensor|[8.7,-30.800001,-30.800001]|1477918485991
1|K6DS3TR Gyroscope Sensor|[-0.12950343,0.040317107,-0.0061086523]|1477918485991
1|K6DS3TR Acceleration Sensor|[-0.50998056,4.0750556,8.889942]|1477918485991
1|K6DS3TR Acceleration Sensor|[-0.5554718,4.106181,8.935433]|1477918485996
1|K6DS3TR Gyroscope Sensor|[-0.12950343,0.03176499,-0.0061086523]|1477918485996
1|Gravity Sensor|[-0.49227488,4.128747,8.881523]|1477918486001
1|Linear Acceleration Sensor|[-0.053619802,-0.02974844,0.068276405]|1477918486000
1|K6DS3TR Gyroscope Sensor|[-0.12461651,0.021991149,-0.0012217305]|1477918486000
1|YAS537 Magnetic Sensor|[8.7,-30.800001,-30.800001]|1477918486001
1|K6DS3TR Acceleration Sensor|[-0.5458947,4.0989985,8.9498]|1477918486002
1|K6DS3TR Acceleration Sensor|[-0.5363176,4.0966043,8.9498]|1477918486007
1|K6DS3TR Gyroscope Sensor|[-0.11728613,0.018325957,0.002443461]|1477918486006
1|Gravity Sensor|[-0.5005804,4.122095,8.8841505]|1477918486011
1|Linear Acceleration Sensor|[-0.02855438,-0.032673836,0.13508224]|1477918486011
1|K6DS3TR Gyroscope Sensor|[-0.1160644,-0.004886922,0.013439035]|1477918486011
1|YAS537 Magnetic Sensor|[8.8,-30.7,-30.800001]|1477918486011
1|K6DS3TR Acceleration Sensor|[-0.52913475,4.0894213,9.019233]|1477918486011
1|K6DS3TR Acceleration Sensor|[-0.5147691,4.084633,9.016839]|1477918486016
1|K6DS3TR Gyroscope Sensor|[-0.10751228,-0.02076942,0.012217305]|1477918486016
1|K6DS3TR Gyroscope Sensor|[-0.09773844,-0.05497787,0.021991149]|1477918486021
1|Linear Acceleration Sensor|[0.030602843,-0.05596924,0.17238808]|1477918486020
1|Gravity Sensor|[-0.50466925,4.114265,8.8875475]|1477918486021
1|YAS537 Magnetic Sensor|[8.8,-30.7,-30.800001]|1477918486021
1|K6DS3TR Acceleration Sensor|[-0.4740664,4.0582957,9.059936]|1477918486022
1|K6DS3TR Acceleration Sensor|[-0.48843205,4.063084,9.107821]|1477918486027
1|K6DS3TR Gyroscope Sensor|[-0.09162979,-0.08552113,0.03176499]|1477918486026
1|K6DS3TR Gyroscope Sensor|[-0.087964594,-0.119729586,0.040317107]|1477918486031
1|Gravity Sensor|[-0.50223064,4.105472,8.89175]|1477918486031
1|Linear Acceleration Sensor|[0.020981401,-0.02802229,0.28789902]|1477918486031
1|YAS537 Magnetic Sensor|[8.8,-30.7,-30.800001]|1477918486031
1|K6DS3TR Acceleration Sensor|[-0.48124924,4.07745,9.179649]|1477918486031
1|K6DS3TR Acceleration Sensor|[-0.46927786,4.070267,9.217958]|1477918486036
1|K6DS3TR Gyroscope Sensor|[-0.07941248,-0.15271631,0.05497787]|1477918486036
1|K6DS3TR Gyroscope Sensor|[-0.080634214,-0.19425514,0.06841691]|1477918486041
1|Linear Acceleration Sensor|[0.04821825,0.0111551285,0.38076305]|1477918486041
1|Gravity Sensor|[-0.49355337,4.095026,8.897052]|1477918486041
1|YAS537 Magnetic Sensor|[8.7,-30.7,-30.800001]|1477918486041
